month,Customer Code,pincode,Zone,Customer Name (Sold to Party),CFA Name,name of customer,SKU No,channel_sales,ECB_Primary_Sales,,
01-01-26,10031624,400078,West,THREPSI SOLUTIONS PVT LTD,CFA-AIL-Mumbai,PharmEasy,2040000085,0,2008.2,,
01-01-26,10031624,400078,West,THREPSI SOLUTIONS PVT LTD,CFA-AIL-Mumbai,PharmEasy,2040000085,0,2008.2,,
01-01-26,10031696,695501,South,ASWAS PHARMA,CFA-AIL-Cochin(S),Aswas,2040000085,0,20082,,
01-01-26,10031696,695501,South,ASWAS PHARMA,CFA-AIL-Cochin(S),Aswas,2040000085,0,60246,,
01-01-26,10031696,695501,South,ASWAS PHARMA,CFA-AIL-Cochin(S),Aswas,2040000085,0,28114.8,,
01-01-26,10031696,695501,South,ASWAS PHARMA,CFA-AIL-Cochin(S),Aswas,2040000085,0,28114.8,,
01-01-26,10031696,695501,South,ASWAS PHARMA,CFA-AIL-Cochin(S),Aswas,2040000085,0,40164,,
01-01-26,10031969,560074,South,Optival Health Solutions Pvt L,CFA-AIL-Bangalore,Medplus,2040000085,0,13254.12,,
01-01-26,10031969,560074,South,Optival Health Solutions Pvt L,CFA-AIL-Bangalore,Medplus,2040000085,0,70287,,
01-01-26,10031969,560074,South,Optival Health Solutions Pvt L,CFA-AIL-Bangalore,Medplus,2040000085,0,100410,,
01-01-26,10031969,560074,South,Optival Health Solutions Pvt L,CFA-AIL-Bangalore,Medplus,2040000085,0,136557.6,,
01-01-26,10032810,500008,South,Tata 1MG Healthcare Solutions,CFA-AIL-Hyderabad,Tata 1mg,2040000085,0,32131.2,,
01-01-26,10032810,500008,South,Tata 1MG Healthcare Solutions,CFA-AIL-Hyderabad,Tata 1mg,2040000085,0,32131.2,,
01-01-26,10032811,302013,North,Tata 1MG Healthcare Solutions,CFA AIL Jaipur,Tata 1mg,2040000085,0,4016.4,,
01-01-26,10032811,302013,North,Tata 1MG Healthcare Solutions,CFA AIL Jaipur,Tata 1mg,2040000085,0,4016.4,,
01-01-26,10032901,600044,South,Tata 1MG Healthcare Solutions,CFA-AIL-Chennai,Tata 1mg,2040000085,0,4016.4,,
01-01-26,10032903,226023,North,Tata 1MG Healthcare Solutions,CFA-AIL-Lucknow,Tata 1mg,2040000085,0,4016.4,,
01-01-26,10032903,226023,North,Tata 1MG Healthcare Solutions,CFA-AIL-Lucknow,Tata 1mg,2040000085,0,4016.4,,
01-01-26,10032986,400104,West,NEW WELCOME AGENCIES PRIVATE L,CFA-AIL-Mumbai,Noble,2040000085,0,4016.4,,
01-01-26,10032986,400104,West,NEW WELCOME AGENCIES PRIVATE L,CFA-AIL-Mumbai,Noble,2040000085,0,12049.2,,
01-01-26,10033277,201301,North,Tata 1mg Healthcare Solutions,CFA AIL GHAZIABAD,Tata 1mg,2040000085,0,16467.24,,
01-01-26,10033277,201301,North,Tata 1mg Healthcare Solutions,CFA AIL GHAZIABAD,Tata 1mg,2040000085,0,48196.8,,
01-01-26,10033445,560070,South,SRI PARSHVA PHARMA DISTRIBUTOR,CFA-AIL-Bangalore,Aster,2040000085,0,4016.4,,
01-01-26,10033445,560070,South,SRI PARSHVA PHARMA DISTRIBUTOR,CFA-AIL-Bangalore,Aster,2040000085,0,4016.4,,
01-01-26,10033445,560070,South,SRI PARSHVA PHARMA DISTRIBUTOR,CFA-AIL-Bangalore,Aster,2040000085,0,16065.6,,
01-01-26,10033445,560070,South,SRI PARSHVA PHARMA DISTRIBUTOR,CFA-AIL-Bangalore,Aster,2040000085,0,4016.4,,
01-01-26,10033445,560070,South,SRI PARSHVA PHARMA DISTRIBUTOR,CFA-AIL-Bangalore,Aster,2040000085,0,-365.13,,
01-01-26,10033984,562162,South,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Bangalore,Tata 1mg,2040000085,0,16065.6,,
01-01-26,10033984,562162,South,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Bangalore,Tata 1mg,2040000085,0,20082,,
01-01-26,10033998,400706,West,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Mumbai,Tata 1mg,2040000085,0,17672.16,,
01-01-26,10033998,400706,West,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Mumbai,Tata 1mg,2040000085,0,24098.4,,
01-01-26,10034002,711302,East,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Kolkotta,Tata 1mg,2040000085,0,16065.6,,
01-01-26,10034002,711302,East,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Kolkotta,Tata 1mg,2040000085,0,8032.8,,
01-01-26,10034002,711302,East,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Kolkotta,Tata 1mg,2040000085,0,4016.4,,
01-01-26,10034180,781029,East,SASTASUNDAR HEALTHBUDDY LIMITE,CFA-AIL-Guwahati(S),Flipkart Health +,2040000085,0,4016.4,,
01-01-26,10034180,781029,East,SASTASUNDAR HEALTHBUDDY LIMITE,CFA-AIL-Guwahati(S),Flipkart Health +,2040000085,0,4016.4,,
01-01-26,10034698,700114,East,Aarush Tirupati Enterprise,CFA-AIL-Kolkotta,PharmEasy,2040000085,0,7631.16,,
01-01-26,10034698,700114,East,Aarush Tirupati Enterprise,CFA-AIL-Kolkotta,PharmEasy,2040000085,0,7631.16,,
01-01-26,10034698,700114,East,Aarush Tirupati Enterprise,CFA-AIL-Kolkotta,PharmEasy,2040000085,0,4016.4,,
01-01-26,10034808,682028,South,MEDIHAUXE PHARMACEUTICALS,CFA-AIL-Cochin(S),Apollo Retail,2040000085,0,6024.6,,
01-01-26,10034808,682028,South,MEDIHAUXE PHARMACEUTICALS,CFA-AIL-Cochin(S),Apollo Retail,2040000085,0,12049.2,,
01-01-26,10034808,682028,South,MEDIHAUXE PHARMACEUTICALS,CFA-AIL-Cochin(S),Apollo Retail,2040000085,0,24098.4,,
01-01-26,10035351,577201,South,VARDHMAN MEDISALES PVT. LTD,CFA-AIL-Bangalore,Apollo Retail,2040000085,0,24098.4,,
01-01-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2040000085,0,6426.24,,
01-01-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2040000085,0,7229.52,,
01-01-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2040000085,0,4016.4,,
01-01-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2040000085,0,8032.8,,
01-01-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2040000085,0,-364.78,,
01-01-26,10035513,751010,East,Sanjeevani Pharma Distributors,CFA-AIL-Cuttack,Apollo Retail,2040000085,0,40164,,
01-01-26,10035513,751010,East,Sanjeevani Pharma Distributors,CFA-AIL-Cuttack,Apollo Retail,2040000085,0,40164,,
01-01-26,10035520,201301,North,NEELKANTH PHARMA LOGISTICS PVT,CFA AIL GHAZIABAD,Apollo Retail,2040000085,0,20082,,
01-01-26,10035520,201301,North,NEELKANTH PHARMA LOGISTICS PVT,CFA AIL GHAZIABAD,Apollo Retail,2040000085,0,8032.8,,
01-01-26,10035520,201301,North,NEELKANTH PHARMA LOGISTICS PVT,CFA AIL GHAZIABAD,Apollo Retail,2040000085,0,16065.6,,
01-01-26,10035781,226012,North,NEELKANTH PHARMA LOGISTICS,CFA-AIL-Lucknow,Apollo Retail,2040000085,0,8032.8,,
01-01-26,10035814,560059,South,Focus Medisales Private Limite,CFA-AIL-Bangalore,Apollo Retail,2040000085,0,24098.4,,
01-01-26,10035814,560059,South,Focus Medisales Private Limite,CFA-AIL-Bangalore,Apollo Retail,2040000085,0,20082,,
01-01-26,10035814,560059,South,Focus Medisales Private Limite,CFA-AIL-Bangalore,Apollo Retail,2040000085,0,12049.2,,
01-01-26,10035878,403709,West,MEHER LIFECARE PRIVATE LIMITED,CFA-AIL-PUNE,Apollo Retail,2040000085,0,4016.4,,
01-01-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2040000086,0,-2556.8,,
01-01-26,10026425,700136,East,SANJEEVANI PHARMA DISTRIBUTORS,CFA-AIL-Kolkotta,Apollo Retail,2040000086,0,-625,,
01-01-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2040000086,0,-567.63,,
01-01-26,10026425,700136,East,SANJEEVANI PHARMA DISTRIBUTORS,CFA-AIL-Kolkotta,Apollo Retail,2040000087,0,-1731.52,,
01-01-26,10027864,751002,East,Optival Health Solutions Pvt L,CFA-AIL-Cuttack,Medplus,2040000087,0,-1136.36,,
01-01-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2040000087,0,-312.5,,
01-01-26,10022848,500037,South,Optival Health Solutions Pvt L,CFA-AIL-Hyderabad,Medplus,2040000088,0,374997.6,,
01-01-26,10023253,700056,East,Optival Health Solutions Pvt L,CFA-AIL-Kolkotta,Medplus,2040000088,0,20312.37,,
01-01-26,10023253,700056,East,Optival Health Solutions Pvt L,CFA-AIL-Kolkotta,Medplus,2040000088,0,20312.37,,
01-01-26,10023253,700056,East,Optival Health Solutions Pvt L,CFA-AIL-Kolkotta,Medplus,2040000088,0,4687.47,,
01-01-26,10023253,700056,East,Optival Health Solutions Pvt L,CFA-AIL-Kolkotta,Medplus,2040000088,0,85936.95,,
01-01-26,10023253,700056,East,Optival Health Solutions Pvt L,CFA-AIL-Kolkotta,Medplus,2040000088,0,-20312.37,,
01-01-26,10023515,421302,West,WELLNESS FOREVER MEDICARE LTD,CFA-AIL-Mumbai,Wellness,2040000088,0,78124.5,,
01-01-26,10023515,421302,West,WELLNESS FOREVER MEDICARE LTD,CFA-AIL-Mumbai,Wellness,2040000088,0,15624.9,,
01-01-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2040000088,0,196873.74,,
01-01-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2040000088,0,246873.42,,
01-01-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2040000088,0,-11931.7,,
01-01-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2040000088,0,-19886.16,,
01-01-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2040000088,0,-16477.1,,
01-01-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2040000088,0,-14772.58,,
01-01-26,10026212,412308,West,Optival Health Solutions Pvt L,CFA-AIL-PUNE,Medplus,2040000088,0,12499.92,,
01-01-26,10026212,412308,West,Optival Health Solutions Pvt L,CFA-AIL-PUNE,Medplus,2040000088,0,31249.8,,
01-01-26,10026212,412308,West,Optival Health Solutions Pvt L,CFA-AIL-PUNE,Medplus,2040000088,0,64062.09,,
01-01-26,10026425,700136,East,SANJEEVANI PHARMA DISTRIBUTORS,CFA-AIL-Kolkotta,Apollo Retail,2040000088,0,6249.96,,
01-01-26,10027864,751002,East,Optival Health Solutions Pvt L,CFA-AIL-Cuttack,Medplus,2040000088,0,157811.49,,
01-01-26,10027864,751002,East,Optival Health Solutions Pvt L,CFA-AIL-Cuttack,Medplus,2040000088,0,214061.13,,
01-01-26,10027864,751002,East,Optival Health Solutions Pvt L,CFA-AIL-Cuttack,Medplus,2040000088,0,-11363.52,,
01-01-26,10027987,700144,East,SASTA SUNDAR HEALTHBUDDY LTD,CFA-AIL-Kolkotta,Flipkart Health +,2040000088,0,49999.68,,
01-01-26,10030932,641026,South,Thulasi Pharmacies India Priva,CFA-AIL-Cochin(S),Thulasi,2040000088,0,46874.7,,
01-01-26,10031623,122015,North,Threpsi Solutions Private Limi,CFA-AIL-New Delhi,PharmEasy,2040000088,0,21874.86,,
01-01-26,10031624,400078,West,THREPSI SOLUTIONS PVT LTD,CFA-AIL-Mumbai,PharmEasy,2040000088,0,3124.98,,
01-01-26,10031696,695501,South,ASWAS PHARMA,CFA-AIL-Cochin(S),Aswas,2040000088,0,15624.9,,
01-01-26,10031696,695501,South,ASWAS PHARMA,CFA-AIL-Cochin(S),Aswas,2040000088,0,62499.6,,
01-01-26,10031696,695501,South,ASWAS PHARMA,CFA-AIL-Cochin(S),Aswas,2040000088,0,78124.5,,
01-01-26,10031900,110033,North,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-New Delhi,Tata 1mg,2040000088,0,6249.96,,
01-01-26,10031900,110033,North,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-New Delhi,Tata 1mg,2040000088,0,12499.92,,
01-01-26,10031900,110033,North,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-New Delhi,Tata 1mg,2040000088,0,15624.9,,
01-01-26,10031900,110033,North,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-New Delhi,Tata 1mg,2040000088,0,3124.98,,
01-01-26,10032903,226023,North,Tata 1MG Healthcare Solutions,CFA-AIL-Lucknow,Tata 1mg,2040000088,0,3124.98,,
01-01-26,10032903,226023,North,Tata 1MG Healthcare Solutions,CFA-AIL-Lucknow,Tata 1mg,2040000088,0,3124.98,,
01-01-26,10033445,560070,South,SRI PARSHVA PHARMA DISTRIBUTOR,CFA-AIL-Bangalore,Aster,2040000088,0,-1420.44,,
01-01-26,10033984,562162,South,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Bangalore,Tata 1mg,2040000088,0,15624.9,,
01-01-26,10034002,711302,East,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Kolkotta,Tata 1mg,2040000088,0,3124.98,,
01-01-26,10034180,781029,East,SASTASUNDAR HEALTHBUDDY LIMITE,CFA-AIL-Guwahati(S),Flipkart Health +,2040000088,0,3124.98,,
01-01-26,10034180,781029,East,SASTASUNDAR HEALTHBUDDY LIMITE,CFA-AIL-Guwahati(S),Flipkart Health +,2040000088,0,15624.9,,
01-01-26,10034698,700114,East,Aarush Tirupati Enterprise,CFA-AIL-Kolkotta,PharmEasy,2040000088,0,4687.47,,
01-01-26,10034698,700114,East,Aarush Tirupati Enterprise,CFA-AIL-Kolkotta,PharmEasy,2040000088,0,4687.47,,
01-01-26,10034698,700114,East,Aarush Tirupati Enterprise,CFA-AIL-Kolkotta,PharmEasy,2040000088,0,15624.9,,
01-01-26,10035781,226012,North,NEELKANTH PHARMA LOGISTICS,CFA-AIL-Lucknow,Apollo Retail,2040000088,0,7812.45,,
01-01-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2040000089,0,-3409.06,,
01-01-26,10026425,700136,East,SANJEEVANI PHARMA DISTRIBUTORS,CFA-AIL-Kolkotta,Apollo Retail,2040000089,0,-3774.61,,
01-01-26,10027864,751002,East,Optival Health Solutions Pvt L,CFA-AIL-Cuttack,Medplus,2040000089,0,-1704.53,,
01-01-26,10030932,641026,South,Thulasi Pharmacies India Priva,CFA-AIL-Cochin(S),Thulasi,2040000089,0,-567.62,,
01-01-26,10033445,560070,South,SRI PARSHVA PHARMA DISTRIBUTOR,CFA-AIL-Bangalore,Aster,2040000089,0,-852.27,,
01-01-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2040000089,0,-312.5,,
01-01-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2040000089,0,-1420.44,,
01-01-26,10022848,500037,South,Optival Health Solutions Pvt L,CFA-AIL-Hyderabad,Medplus,2040000090,0,17045.32,,
01-01-26,10022848,500037,South,Optival Health Solutions Pvt L,CFA-AIL-Hyderabad,Medplus,2040000090,0,323861.08,,
01-01-26,10022848,500037,South,Optival Health Solutions Pvt L,CFA-AIL-Hyderabad,Medplus,2040000090,0,409087.68,,
01-01-26,10023048,600128,South,Optival Health Solutions Pvt L,CFA-AIL-Chennai,Medplus,2040000090,0,392042.36,,
01-01-26,10023048,600128,South,Optival Health Solutions Pvt L,CFA-AIL-Chennai,Medplus,2040000090,0,754255.41,,
01-01-26,10023048,600128,South,Optival Health Solutions Pvt L,CFA-AIL-Chennai,Medplus,2040000090,0,571018.22,,
01-01-26,10023253,700056,East,Optival Health Solutions Pvt L,CFA-AIL-Kolkotta,Medplus,2040000090,0,12783.99,,
01-01-26,10023253,700056,East,Optival Health Solutions Pvt L,CFA-AIL-Kolkotta,Medplus,2040000090,0,63919.95,,
01-01-26,10023253,700056,East,Optival Health Solutions Pvt L,CFA-AIL-Kolkotta,Medplus,2040000090,0,46874.63,,
01-01-26,10023515,421302,West,WELLNESS FOREVER MEDICARE LTD,CFA-AIL-Mumbai,Wellness,2040000090,0,59658.62,,
01-01-26,10023515,421302,West,WELLNESS FOREVER MEDICARE LTD,CFA-AIL-Mumbai,Wellness,2040000090,0,76703.94,,
01-01-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2040000090,0,123578.57,,
01-01-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2040000090,0,68181.28,,
01-01-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2040000090,0,85226.6,,
01-01-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2040000090,0,127839.9,,
01-01-26,10023780,520007,South,Optival Health Solutions Pvt L,CFA AIL VIJAYAWADA,Medplus,2040000090,0,-2556.8,,
01-01-26,10026212,412308,West,Optival Health Solutions Pvt L,CFA-AIL-PUNE,Medplus,2040000090,0,29829.31,,
01-01-26,10026212,412308,West,Optival Health Solutions Pvt L,CFA-AIL-PUNE,Medplus,2040000090,0,25567.98,,
01-01-26,10026212,412308,West,Optival Health Solutions Pvt L,CFA-AIL-PUNE,Medplus,2040000090,0,25567.98,,
01-01-26,10026212,412308,West,Optival Health Solutions Pvt L,CFA-AIL-PUNE,Medplus,2040000090,0,89487.93,,
01-01-26,10026425,700136,East,SANJEEVANI PHARMA DISTRIBUTORS,CFA-AIL-Kolkotta,Apollo Retail,2040000090,0,42613.3,,
01-01-26,10026425,700136,East,SANJEEVANI PHARMA DISTRIBUTORS,CFA-AIL-Kolkotta,Apollo Retail,2040000090,0,-14474.04,,
01-01-26,10026577,441202,West,Optival Health Solutions Pvt L,CFA-AIL-NAGPUR,Medplus,2040000090,0,38351.97,,
01-01-26,10027864,751002,East,Optival Health Solutions Pvt L,CFA-AIL-Cuttack,Medplus,2040000090,0,93749.26,,
01-01-26,10027864,751002,East,Optival Health Solutions Pvt L,CFA-AIL-Cuttack,Medplus,2040000090,0,12783.99,,
01-01-26,10027864,751002,East,Optival Health Solutions Pvt L,CFA-AIL-Cuttack,Medplus,2040000090,0,72442.61,,
01-01-26,10027987,700144,North,SASTA SUNDAR HEALTHBUDDY LTD,CFA AIL GHAZIABAD,Flipkart Health +,2040000090,0,25567.98,,
01-01-26,10027987,700144,East,SASTA SUNDAR HEALTHBUDDY LTD,CFA-AIL-Kolkotta,Flipkart Health +,2040000090,0,76703.94,,
01-01-26,10027987,700144,East,SASTA SUNDAR HEALTHBUDDY LTD,CFA-AIL-Kolkotta,Flipkart Health +,2040000090,0,76703.94,,
01-01-26,10028353,495001,West,SANJEEVANI PHARMA DISTRIBUTORS,CFA-AIL-NAGPUR,Apollo Retail,2040000090,0,4261.33,,
01-01-26,10030932,641026,South,Thulasi Pharmacies India Priva,CFA-AIL-Cochin(S),Thulasi,2040000090,0,63919.95,,
01-01-26,10030932,641026,South,Thulasi Pharmacies India Priva,CFA-AIL-Cochin(S),Thulasi,2040000090,0,85226.6,,
01-01-26,10031623,122015,North,Threpsi Solutions Private Limi,CFA-AIL-New Delhi,PharmEasy,2040000090,0,8522.66,,
01-01-26,10031623,122015,North,Threpsi Solutions Private Limi,CFA-AIL-New Delhi,PharmEasy,2040000090,0,8522.66,,
01-01-26,10031696,695501,South,ASWAS PHARMA,CFA-AIL-Cochin(S),Aswas,2040000090,0,4261.33,,
01-01-26,10031696,695501,South,ASWAS PHARMA,CFA-AIL-Cochin(S),Aswas,2040000090,0,21306.65,,
01-01-26,10031696,695501,South,ASWAS PHARMA,CFA-AIL-Cochin(S),Aswas,2040000090,0,8522.66,,
01-01-26,10031900,110033,North,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-New Delhi,Tata 1mg,2040000090,0,8522.66,,
01-01-26,10031969,560074,South,Optival Health Solutions Pvt L,CFA-AIL-Bangalore,Medplus,2040000090,0,127839.9,,
01-01-26,10031969,560074,South,Optival Health Solutions Pvt L,CFA-AIL-Bangalore,Medplus,2040000090,0,255679.8,,
01-01-26,10031969,560074,South,Optival Health Solutions Pvt L,CFA-AIL-Bangalore,Medplus,2040000090,0,251418.47,,
01-01-26,10032810,500008,South,Tata 1MG Healthcare Solutions,CFA-AIL-Hyderabad,Tata 1mg,2040000090,0,4261.33,,
01-01-26,10032810,500008,South,Tata 1MG Healthcare Solutions,CFA-AIL-Hyderabad,Tata 1mg,2040000090,0,4261.33,,
01-01-26,10032810,500008,South,Tata 1MG Healthcare Solutions,CFA-AIL-Hyderabad,Tata 1mg,2040000090,0,12783.99,,
01-01-26,10032903,226023,North,Tata 1MG Healthcare Solutions,CFA-AIL-Lucknow,Tata 1mg,2040000090,0,4261.33,,
01-01-26,10032903,226023,North,Tata 1MG Healthcare Solutions,CFA-AIL-Lucknow,Tata 1mg,2040000090,0,4261.33,,
01-01-26,10032986,400104,West,NEW WELCOME AGENCIES PRIVATE L,CFA-AIL-Mumbai,Noble,2040000090,0,42613.3,,
01-01-26,10032986,400104,West,NEW WELCOME AGENCIES PRIVATE L,CFA-AIL-Mumbai,Noble,2040000090,0,25567.98,,
01-01-26,10032986,400104,West,NEW WELCOME AGENCIES PRIVATE L,CFA-AIL-Mumbai,Noble,2040000090,0,17045.32,,
01-01-26,10033277,201301,North,Tata 1mg Healthcare Solutions,CFA AIL GHAZIABAD,Tata 1mg,2040000090,0,8522.66,,
01-01-26,10033277,201301,North,Tata 1mg Healthcare Solutions,CFA AIL GHAZIABAD,Tata 1mg,2040000090,0,17045.32,,
01-01-26,10033277,201301,North,Tata 1mg Healthcare Solutions,CFA AIL GHAZIABAD,Tata 1mg,2040000090,0,4261.33,,
01-01-26,10033445,560070,South,SRI PARSHVA PHARMA DISTRIBUTOR,CFA-AIL-Bangalore,Aster,2040000090,0,17045.32,,
01-01-26,10033445,560070,South,SRI PARSHVA PHARMA DISTRIBUTOR,CFA-AIL-Bangalore,Aster,2040000090,0,25567.98,,
01-01-26,10033445,560070,South,SRI PARSHVA PHARMA DISTRIBUTOR,CFA-AIL-Bangalore,Aster,2040000090,0,25567.98,,
01-01-26,10033984,562162,South,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Bangalore,Tata 1mg,2040000090,0,17045.32,,
01-01-26,10033984,562162,South,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Bangalore,Tata 1mg,2040000090,0,21306.65,,
01-01-26,10033984,562162,South,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Bangalore,Tata 1mg,2040000090,0,34090.64,,
01-01-26,10033998,400706,West,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Mumbai,Tata 1mg,2040000090,0,8522.66,,
01-01-26,10034002,711302,East,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Kolkotta,Tata 1mg,2040000090,0,29829.31,,
01-01-26,10034002,711302,East,TATA 1MG HEALTHCARE SOLUTIONS,CFA-AIL-Kolkotta,Tata 1mg,2040000090,0,17045.32,,
01-01-26,10034180,781029,East,SASTASUNDAR HEALTHBUDDY LIMITE,CFA-AIL-Guwahati(S),Flipkart Health +,2040000090,0,4261.33,,
01-01-26,10034180,781029,East,SASTASUNDAR HEALTHBUDDY LIMITE,CFA-AIL-Guwahati(S),Flipkart Health +,2040000090,0,17045.32,,
01-01-26,10034180,781029,East,SASTASUNDAR HEALTHBUDDY LIMITE,CFA-AIL-Guwahati(S),Flipkart Health +,2040000090,0,8522.66,,
01-01-26,10034528,600041,South,PALEPU PHARMA DISTRIBUTORS,CFA-AIL-Chennai,Apollo Retail,2040000090,0,170453.2,,
01-01-26,10034528,600041,South,PALEPU PHARMA DISTRIBUTORS,CFA-AIL-Chennai,Apollo Retail,2040000090,0,170453.2,,
01-01-26,10034698,700114,East,Aarush Tirupati Enterprise,CFA-AIL-Kolkotta,PharmEasy,2040000090,0,12783.99,,
01-01-26,10034698,700114,East,Aarush Tirupati Enterprise,CFA-AIL-Kolkotta,PharmEasy,2040000090,0,12783.99,,
01-01-26,10034698,700114,East,Aarush Tirupati Enterprise,CFA-AIL-Kolkotta,PharmEasy,2040000090,0,4261.33,,
01-01-26,10034698,700114,East,Aarush Tirupati Enterprise,CFA-AIL-Kolkotta,PharmEasy,2040000090,0,8522.66,,
01-01-26,10034698,700114,East,Aarush Tirupati Enterprise,CFA-AIL-Kolkotta,PharmEasy,2040000090,0,21306.65,,
01-01-26,10034808,682028,South,MEDIHAUXE PHARMACEUTICALS,CFA-AIL-Cochin(S),Apollo Retail,2040000090,0,12783.99,,
01-01-26,10034808,682028,South,MEDIHAUXE PHARMACEUTICALS,CFA-AIL-Cochin(S),Apollo Retail,2040000090,0,8522.66,,
01-01-26,10035351,577201,South,VARDHMAN MEDISALES PVT. LTD,CFA-AIL-Bangalore,Apollo Retail,2040000090,0,4261.33,,
01-01-26,10035351,577201,South,VARDHMAN MEDISALES PVT. LTD,CFA-AIL-Bangalore,Apollo Retail,2040000090,0,17045.32,,
01-01-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2040000090,0,8522.66,,
01-01-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2040000090,0,17045.32,,
01-01-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2040000090,0,8522.66,,
01-01-26,10035394,560058,South,AARUSH TIRUPATI ENTERPRISES,CFA-AIL-Bangalore,PharmEasy,2040000090,0,8522.66,,
01-01-26,10035513,751010,East,Sanjeevani Pharma Distributors,CFA-AIL-Cuttack,Apollo Retail,2040000090,0,42613.3,,
01-01-26,10035513,751010,East,Sanjeevani Pharma Distributors,CFA-AIL-Cuttack,Apollo Retail,2040000090,0,85226.6,,
01-01-26,10035520,201301,North,NEELKANTH PHARMA LOGISTICS PVT,CFA AIL GHAZIABAD,Apollo Retail,2040000090,0,127839.9,,
01-01-26,10035520,201301,North,NEELKANTH PHARMA LOGISTICS PVT,CFA AIL GHAZIABAD,Apollo Retail,2040000090,0,127839.9,,
01-01-26,10035520,201301,North,NEELKANTH PHARMA LOGISTICS PVT,CFA AIL GHAZIABAD,Apollo Retail,2040000090,0,127839.9,,
01-01-26,10035541,700104,East,PHARMACY WHOLESALE DIVISION,CFA-AIL-Kolkotta,MS PHARMACY,2040000090,0,42613.3,,
01-01-26,10035814,560059,South,Focus Medisales Private Limite,CFA-AIL-Bangalore,Apollo Retail,2040000090,0,25567.98,,
01-01-26,10035814,560059,South,Focus Medisales Private Limite,CFA-AIL-Bangalore,Apollo Retail,2040000090,0,85226.6,,
01-01-26,10035814,560059,South,Focus Medisales Private Limite,CFA-AIL-Bangalore,Apollo Retail,2040000090,0,68181.28,,
01-01-26,10035814,560059,South,Focus Medisales Private Limite,CFA-AIL-Bangalore,Apollo Retail,2040000090,0,68181.28,,
