pincode,Division Name,Affiliate,Pin.Code,State,District,Previously Mapped Territory Code,Final Mapped Territory,channel_sales
177209,GI OPTIMA,AIL,177209,Himachal Pradesh,Una,PT005593,PT005593,1727.6
193103,GI OPTIMA,AIL,193103,Jammu & Kashmir,Baramulla,IT022626,IT022626,
193401,GI OPTIMA,AIL,193401,Jammu & Kashmir,Baramulla,IT022626,IT022626,
193402,GI OPTIMA,AIL,193402,Jammu & Kashmir,Baramulla,IT022626,IT022626,
191111,GI OPTIMA,AIL,191111,Jammu & Kashmir,Budgam,IT022626,IT022626,148.66
180009,GI OPTIMA,AIL,180009,Jammu & Kashmir,Jammu,PT005801,PT005801,1845.95
180017,GI OPTIMA,AIL,180017,Jammu & Kashmir,Jammu,PT005801,PT005801,
193221,GI OPTIMA,AIL,193221,Jammu & Kashmir,Kupwara,IT022626,IT022626,
182142,GI OPTIMA,AIL,182142,Jammu & Kashmir,Udhampur,PT005801,PT005801,
829114,GI OPTIMA,AIL,829114,Jharkhand,Bokaro,IT022644,IT022644,
829128,GI OPTIMA,AIL,829128,Jharkhand,Bokaro,IT022644,IT022644,
829202,GI OPTIMA,AIL,829202,Jharkhand,Latehar,PT005603,PT005603,
835212,GI OPTIMA,AIL,835212,Jharkhand,Simdega,PT005603,PT005603,
835228,GI OPTIMA,AIL,835228,Jharkhand,Simdega,PT005603,PT005603,
587115,GI OPTIMA,AIL,587115,Karnataka,Bagalkot,IT022670,IT022670,
562122,GI OPTIMA,AIL,562122,Karnataka,Bangalore,PT005618,PT005618,
590014,GI OPTIMA,AIL,590014,Karnataka,Belgaum,IT022672,IT022672,13888.86
591118,GI OPTIMA,AIL,591118,Karnataka,Belgaum,IT022672,IT022672,487.65
591212,GI OPTIMA,AIL,591212,Karnataka,Belgaum,IT022672,IT022672,
591312,GI OPTIMA,AIL,591312,Karnataka,Belgaum,IT022672,IT022672,3820.46
577554,GI OPTIMA,AIL,577554,Karnataka,Chitradurga,IT022671,IT022671,
577601,GI OPTIMA,AIL,577601,Karnataka,Davangere,IT022671,IT022671,1603.98
573112,GI OPTIMA,AIL,573112,Karnataka,Hassan,PT005618,PT005618,2200
581302,GI OPTIMA,AIL,581302,Karnataka,Uttara Kannada,IT022670,IT022670,
571121,GI OPTIMA,AIL,571121,Karnataka,Mysore,IT022674,IT022674,
584125,GI OPTIMA,AIL,584125,Karnataka,Raichur,IT022671,IT022671,
577222,GI OPTIMA,AIL,577222,Karnataka,Shimoga,PT005617,PT005617,274.65
577431,GI OPTIMA,AIL,577431,Karnataka,Shimoga,PT005617,PT005617,
688001,GI OPTIMA,AIL,688001,Kerala,Alappuzha,IT022652,IT022652,
688529,GI OPTIMA,AIL,688529,Kerala,Alappuzha,IT022652,IT022652,
689622,GI OPTIMA,AIL,689622,Kerala,Alappuzha,IT022652,IT022652,254.86
690510,GI OPTIMA,AIL,690510,Kerala,Alappuzha,IT022652,IT022652,
682314,GI OPTIMA,AIL,682314,Kerala,Ernakulam,PT005606,PT005606,5227.55
683589,GI OPTIMA,AIL,683589,Kerala,Ernakulam,PT005606,PT005606,693.36
685508,GI OPTIMA,AIL,685508,Kerala,Idukki,IT022651,IT022651,
685531,GI OPTIMA,AIL,685531,Kerala,Idukki,IT022651,IT022651,
670003,GI OPTIMA,AIL,670003,Kerala,Kannur,IT022647,IT022647,
670005,GI OPTIMA,AIL,670005,Kerala,Kannur,IT022647,IT022647,
670703,GI OPTIMA,AIL,670703,Kerala,Kannur,IT022647,IT022647,
691014,GI OPTIMA,AIL,691014,Kerala,Kollam,IT022653,IT022653,213.91
691019,GI OPTIMA,AIL,691019,Kerala,Kollam,IT022653,IT022653,
691533,GI OPTIMA,AIL,691533,Kerala,Kollam,IT022653,IT022653,34.14
686535,GI OPTIMA,AIL,686535,Kerala,Kottayam,IT022651,IT022651,
686612,GI OPTIMA,AIL,686612,Kerala,Kottayam,IT022651,IT022651,
673661,GI OPTIMA,AIL,673661,Kerala,Kozhikode,PT005604,PT005604,
673645,GI OPTIMA,AIL,673645,Kerala,Malappuram,IT022648,IT022648,
676302,GI OPTIMA,AIL,676302,Kerala,Malappuram,IT022648,IT022648,
676503,GI OPTIMA,AIL,676503,Kerala,Malappuram,IT022648,IT022648,127.43
679337,GI OPTIMA,AIL,679337,Kerala,Palakkad,IT022648,IT022648,
689544,GI OPTIMA,AIL,689544,Kerala,Pathanamthitta,IT022652,IT022652,
689699,GI OPTIMA,AIL,689699,Kerala,Pathanamthitta,IT022652,IT022652,
680303,GI OPTIMA,AIL,680303,Kerala,Thrissur,IT022649,IT022649,
680561,GI OPTIMA,AIL,680561,Kerala,Thrissur,IT022649,IT022649,51.21
680623,GI OPTIMA,AIL,680623,Kerala,Thrissur,IT022649,IT022649,
680712,GI OPTIMA,AIL,680712,Kerala,Thrissur,IT022649,IT022649,
680722,GI OPTIMA,AIL,680722,Kerala,Thrissur,IT022649,IT022649,3647.49
680751,GI OPTIMA,AIL,680751,Kerala,Thrissur,IT022649,IT022649,
695030,GI OPTIMA,AIL,695030,Kerala,Thiruvananthapuram,PT005607,PT005607,
695507,GI OPTIMA,AIL,695507,Kerala,Thiruvananthapuram,PT005607,PT005607,
695561,GI OPTIMA,AIL,695561,Kerala,Thiruvananthapuram,PT005607,PT005607,
695575,GI OPTIMA,AIL,695575,Kerala,Thiruvananthapuram,PT005607,PT005607,
673521,GI OPTIMA,AIL,673521,Kerala,Kozhikode,PT005604,PT005604,
473440,GI OPTIMA,AIL,473440,Madhya Pradesh,Ashok Nagar,IT022616,IT022616,245.02
460330,GI OPTIMA,AIL,460330,Madhya Pradesh,Betul,PT005586,PT005586,
462032,GI OPTIMA,AIL,462032,Madhya Pradesh,Bhopal,PT005586,PT005586,
455111,GI OPTIMA,AIL,455111,Madhya Pradesh,Dewas,PT005584,PT005584,
475330,GI OPTIMA,AIL,475330,Madhya Pradesh,Gwalior,IT022618,IT022618,
453001,GI OPTIMA,AIL,453001,Madhya Pradesh,Indore,PT005584,PT005584,
482004,GI OPTIMA,AIL,482004,Madhya Pradesh,Jabalpur,PT005585,PT005585,2090.19
483119,GI OPTIMA,AIL,483119,Madhya Pradesh,Jabalpur,PT005585,PT005585,123.9
454446,GI OPTIMA,AIL,454446,Madhya Pradesh,Dhar,PT005584,PT005584,
458778,GI OPTIMA,AIL,458778,Madhya Pradesh,Mandsaur,IT022615,IT022615,
480888,GI OPTIMA,AIL,480888,Madhya Pradesh,Seoni,PT005585,PT005585,
465445,GI OPTIMA,AIL,465445,Madhya Pradesh,Shajapur,IT022615,IT022615,
486666,GI OPTIMA,AIL,486666,Madhya Pradesh,Sidhi,IT022619,IT022619,
486887,GI OPTIMA,AIL,486887,Madhya Pradesh,Singrauli,IT022619,IT022619,
413712,GI OPTIMA,AIL,413712,Maharashtra,Ahmed Nagar,IT022601,IT022601,
413737,GI OPTIMA,AIL,413737,Maharashtra,Ahmed Nagar,IT022601,IT022601,
422601,GI OPTIMA,AIL,422601,Maharashtra,Ahmed Nagar,IT022601,IT022601,
444107,GI OPTIMA,AIL,444107,Maharashtra,Akola,IT022603,IT022603,1818.99
444904,GI OPTIMA,AIL,444904,Maharashtra,Amravati,IT022605,IT022605,792.23
431107,GI OPTIMA,AIL,431107,Maharashtra,Aurangabad,IT022599,IT022599,3743.87
431130,GI OPTIMA,AIL,431130,Maharashtra,Beed,IT022601,IT022601,
441905,GI OPTIMA,AIL,441905,Maharashtra,Bhandara,PT005576,PT005576,41.3
441913,GI OPTIMA,AIL,441913,Maharashtra,Bhandara,PT005576,PT005576,
425421,GI OPTIMA,AIL,425421,Maharashtra,Dhule,IT022597,IT022597,
442603,GI OPTIMA,AIL,442603,Maharashtra,Gadchiroli,IT022604,IT022604,301.42
442606,GI OPTIMA,AIL,442606,Maharashtra,Gadchiroli,IT022604,IT022604,
425114,GI OPTIMA,AIL,425114,Maharashtra,Jalgaon,IT022598,IT022598,
441113,GI OPTIMA,AIL,441113,Maharashtra,Nagpur,PT005576,PT005576,197.24
431606,GI OPTIMA,AIL,431606,Maharashtra,Nanded,IT022606,IT022606,
431716,GI OPTIMA,AIL,431716,Maharashtra,Nanded,IT022606,IT022606,
431719,GI OPTIMA,AIL,431719,Maharashtra,Nanded,IT022638,IT022638,
422213,GI OPTIMA,AIL,422213,Maharashtra,Nashik,PT005575,PT005575,
422222,GI OPTIMA,AIL,422222,Maharashtra,Nashik,PT005575,PT005575,
422302,GI OPTIMA,AIL,422302,Maharashtra,Nashik,PT005575,PT005575,
422501,GI OPTIMA,AIL,422501,Maharashtra,Nashik,PT005575,PT005575,
410403,GI OPTIMA,AIL,410403,Maharashtra,Pune,PT005574,PT005574,
410503,GI OPTIMA,AIL,410503,Maharashtra,Pune,PT005574,PT005574,10516.79
413103,GI OPTIMA,AIL,413103,Maharashtra,Pune,PT005574,PT005574,
413105,GI OPTIMA,AIL,413105,Maharashtra,Pune,IT022602,IT022602,
410207,GI OPTIMA,AIL,410207,Maharashtra,Raigarh(Mh),PT005570,PT005570,12893.4
415109,GI OPTIMA,AIL,415109,Maharashtra,Satara,IT022596,IT022596,710.1
415523,GI OPTIMA,AIL,415523,Maharashtra,Satara,IT022596,IT022596,29424.09
415528,GI OPTIMA,AIL,415528,Maharashtra,Satara,IT022596,IT022596,
442005,GI OPTIMA,AIL,442005,Maharashtra,Wardha,IT022604,IT022604,
442302,GI OPTIMA,AIL,442302,Maharashtra,Wardha,IT022605,IT022605,153.49
445215,GI OPTIMA,AIL,445215,Maharashtra,Yavatmal,IT022605,IT022605,
795010,GI OPTIMA,AIL,795010,Manipur,Imphal East,IT022684,IT022684,
793008,GI OPTIMA,AIL,793008,Meghalaya,East Khasi Hills,PT005627,PT005627,
796161,GI OPTIMA,AIL,796161,Mizoram,Aizawl,PT005628,PT005628,
759130,GI OPTIMA,AIL,759130,Odisha,Angul,PT005616,PT005616,
767040,GI OPTIMA,AIL,767040,Odisha,Balangir,IT022667,IT022667,233.4
754290,GI OPTIMA,AIL,754290,Odisha,Cuttack,PT005616,PT005616,
761012,GI OPTIMA,AIL,761012,Odisha,Ganjam,PT005615,PT005615,684.85
755043,GI OPTIMA,AIL,755043,Odisha,Jajapur,PT005616,PT005616,20.65
768217,GI OPTIMA,AIL,768217,Odisha,Jharsuguda,IT022667,IT022667,797.04
766110,GI OPTIMA,AIL,766110,Odisha,Kalahandi,PT005615,PT005615,20.65
762002,GI OPTIMA,AIL,762002,Odisha,Kandhamal,PT005615,PT005615,
754240,GI OPTIMA,AIL,754240,Odisha,Kendrapara,PT005616,PT005616,20.65
758043,GI OPTIMA,AIL,758043,Odisha,Kendujhar,IT022667,IT022667,363.75
764005,GI OPTIMA,AIL,764005,Odisha,Koraput,PT005615,PT005615,8222.4
757020,GI OPTIMA,AIL,757020,Odisha,Mayurbhanj,IT022668,IT022668,
757050,GI OPTIMA,AIL,757050,Odisha,Mayurbhanj,IT022668,IT022668,
764061,GI OPTIMA,AIL,764061,Odisha,Nabarangapur,PT005587,PT005587,
752063,GI OPTIMA,AIL,752063,Odisha,Nayagarh,PT005615,PT005615,737.57
752080,GI OPTIMA,AIL,752080,Odisha,Nayagarh,PT005615,PT005615,19.28
752003,GI OPTIMA,AIL,752003,Odisha,Puri,PT005615,PT005615,
752032,GI OPTIMA,AIL,752032,Odisha,Puri,PT005615,PT005615,
752119,GI OPTIMA,AIL,752119,Odisha,Puri,PT005615,PT005615,
765002,GI OPTIMA,AIL,765002,Odisha,Rayagada,IT022666,IT022666,1239
768118,GI OPTIMA,AIL,768118,Odisha,Sambalpur,IT022667,IT022667,
770038,GI OPTIMA,AIL,770038,Odisha,Sundergarh,IT022667,IT022667,
143009,GI OPTIMA,AIL,143009,Punjab,Amritsar,IT022625,IT022625,
143412,GI OPTIMA,AIL,143412,Punjab,Tarn Taran,IT022625,IT022625,8572.91
151401,GI OPTIMA,AIL,151401,Punjab,Bathinda,IT022627,IT022627,
152121,GI OPTIMA,AIL,152121,Punjab,Firozpur,PT005593,PT005593,
143534,GI OPTIMA,AIL,143534,Punjab,Gurdaspur,PT005592,PT005592,
144031,GI OPTIMA,AIL,144031,Punjab,Jalandhar,PT005592,PT005592,
144106,GI OPTIMA,AIL,144106,Punjab,Jalandhar,PT005592,PT005592,171.31
144623,GI OPTIMA,AIL,144623,Punjab,Jalandhar,PT005592,PT005592,12153.41
144801,GI OPTIMA,AIL,144801,Punjab,Jalandhar,PT005592,PT005592,17.07
141101,GI OPTIMA,AIL,141101,Punjab,Ludhiana,PT005594,PT005594,
141413,GI OPTIMA,AIL,141413,Punjab,Ludhiana,PT005594,PT005594,
144505,GI OPTIMA,AIL,144505,Punjab,Nawanshahr,PT005592,PT005592,
301020,GI OPTIMA,AIL,301020,Rajasthan,Alwar,IT022608,IT022608,
301708,GI OPTIMA,AIL,301708,Rajasthan,Alwar,IT022608,IT022608,
327021,GI OPTIMA,AIL,327021,Rajasthan,Banswara,IT022612,IT022612,
327025,GI OPTIMA,AIL,327025,Rajasthan,Banswara,IT022612,IT022612,
325215,GI OPTIMA,AIL,325215,Rajasthan,Baran,IT022607,IT022607,
321615,GI OPTIMA,AIL,321615,Rajasthan,Bharatpur,IT022608,IT022608,
334305,GI OPTIMA,AIL,334305,Rajasthan,Bikaner,PT005583,PT005583,
335701,GI OPTIMA,AIL,335701,Rajasthan,Ganganagar,IT022611,IT022611,
335511,GI OPTIMA,AIL,335511,Rajasthan,Hanumangarh,PT005583,PT005583,
335801,GI OPTIMA,AIL,335801,Rajasthan,Hanumangarh,IT022611,IT022611,
303005,GI OPTIMA,AIL,303005,Rajasthan,Jaipur,PT005577,PT005577,102.15
303902,GI OPTIMA,AIL,303902,Rajasthan,Jaipur,PT005577,PT005577,
307029,GI OPTIMA,AIL,307029,Rajasthan,Jalor,PT005583,PT005583,
326023,GI OPTIMA,AIL,326023,Rajasthan,Jhalawar,IT022607,IT022607,
331025,GI OPTIMA,AIL,331025,Rajasthan,Jhujhunu,PT005577,PT005577,
333041,GI OPTIMA,AIL,333041,Rajasthan,Jhujhunu,PT005577,PT005577,
342002,GI OPTIMA,AIL,342002,Rajasthan,Jodhpur,PT005583,PT005583,
341511,GI OPTIMA,AIL,341511,Rajasthan,Nagaur,PT005583,PT005583,
306103,GI OPTIMA,AIL,306103,Rajasthan,Pali,PT005583,PT005583,
313202,GI OPTIMA,AIL,313202,Rajasthan,Rajsamand,IT022612,IT022612,
322021,GI OPTIMA,AIL,322021,Rajasthan,Sawai Madhopur,PT005577,PT005577,
332024,GI OPTIMA,AIL,332024,Rajasthan,Sikar,PT005577,PT005577,
313031,GI OPTIMA,AIL,313031,Rajasthan,Udaipur,IT022612,IT022612,
641023,GI OPTIMA,AIL,641023,Tamil Nadu,Coimbatore,PT005605,PT005605,21513.07
624201,GI OPTIMA,AIL,624201,Tamil Nadu,Dindigul,PT005610,PT005610,
624620,GI OPTIMA,AIL,624620,Tamil Nadu,Dindigul,PT005610,PT005610,
638012,GI OPTIMA,AIL,638012,Tamil Nadu,Erode,IT022650,IT022650,787.8
629703,GI OPTIMA,AIL,629703,Tamil Nadu,Kanyakumari,IT022657,IT022657,
639207,GI OPTIMA,AIL,639207,Tamil Nadu,Karur,PT005800,PT005800,400
625207,GI OPTIMA,AIL,625207,Tamil Nadu,Madurai,PT005610,PT005610,
611002,GI OPTIMA,AIL,611002,Tamil Nadu,Nagapattinam,PT005800,PT005800,2415.81
614620,GI OPTIMA,AIL,614620,Tamil Nadu,Pudukkottai,PT005800,PT005800,212.55
622102,GI OPTIMA,AIL,622102,Tamil Nadu,Pudukkottai,PT005800,PT005800,4041.43
622103,GI OPTIMA,AIL,622103,Tamil Nadu,Pudukkottai,PT005800,PT005800,
622104,GI OPTIMA,AIL,622104,Tamil Nadu,Pudukkottai,PT005800,PT005800,
623532,GI OPTIMA,AIL,623532,Tamil Nadu,Ramanathapuram,PT005610,PT005610,
636121,GI OPTIMA,AIL,636121,Tamil Nadu,Salem,IT022655,IT022655,
636304,GI OPTIMA,AIL,636304,Tamil Nadu,Salem,IT022655,IT022655,1763.58
636501,GI OPTIMA,AIL,636501,Tamil Nadu,Salem,IT022655,IT022655,7124.39
630205,GI OPTIMA,AIL,630205,Tamil Nadu,Sivaganga,PT005610,PT005610,
630312,GI OPTIMA,AIL,630312,Tamil Nadu,Sivaganga,PT005610,PT005610,
625603,GI OPTIMA,AIL,625603,Tamil Nadu,Theni,PT005610,PT005610,
620002,GI OPTIMA,AIL,620002,Tamil Nadu,Tiruchirappalli,PT005800,PT005800,19809.55
621213,GI OPTIMA,AIL,621213,Tamil Nadu,Tiruchirappalli,PT005800,PT005800,
627109,GI OPTIMA,AIL,627109,Tamil Nadu,Tirunelveli,IT022657,IT022657,4738.12
601204,GI OPTIMA,AIL,601204,Tamil Nadu,Tiruvallur,PT005608,PT005608,61984.73
631702,GI OPTIMA,AIL,631702,Tamil Nadu,Tiruvannamalai,IT022654,IT022654,
612804,GI OPTIMA,AIL,612804,Tamil Nadu,Tiruvarur,PT005800,PT005800,
614016,GI OPTIMA,AIL,614016,Tamil Nadu,Tiruvarur,PT005800,PT005800,
631003,GI OPTIMA,AIL,631003,Tamil Nadu,Vellore,IT022654,IT022654,17853.87
632002,GI OPTIMA,AIL,632002,Tamil Nadu,Vellore,IT022654,IT022654,34005.76
632502,GI OPTIMA,AIL,632502,Tamil Nadu,Vellore,IT022654,IT022654,
632517,GI OPTIMA,AIL,632517,Tamil Nadu,Vellore,IT022654,IT022654,1244.08
635654,GI OPTIMA,AIL,635654,Tamil Nadu,Vellore,IT022654,IT022654,
607203,GI OPTIMA,AIL,607203,Tamil Nadu,Villupuram,PT005609,PT005609,450
626189,GI OPTIMA,AIL,626189,Tamil Nadu,Virudhunagar,PT005610,PT005610,6402.15
504103,GI OPTIMA,AIL,504103,Telangana,Adilabad,IT022659,IT022659,13140.95
500457,GI OPTIMA,AIL,500457,Telangana,Hyderabad,PT005611,PT005611,
507116,GI OPTIMA,AIL,507116,Telangana,Khammam,IT022662,IT022662,4634.91
506132,GI OPTIMA,AIL,506132,Telangana,Warangal,IT022662,IT022662,27019.19
799115,GI OPTIMA,AIL,799115,Tripura,South Tripura,PT005941,PT005941,
283123,GI OPTIMA,AIL,283123,Uttar Pradesh,Agra,IT022633,IT022633,
202125,GI OPTIMA,AIL,202125,Uttar Pradesh,Aligarh,IT022632,IT022632,1262.39
202139,GI OPTIMA,AIL,202139,Uttar Pradesh,Aligarh,IT022632,IT022632,
206255,GI OPTIMA,AIL,206255,Uttar Pradesh,Auraiya,IT022634,IT022634,240.89
223221,GI OPTIMA,AIL,223221,Uttar Pradesh,Azamgarh,IT022636,IT022636,17.07
250617,GI OPTIMA,AIL,250617,Uttar Pradesh,Bagpat,PT005924,PT005924,298.13
243004,GI OPTIMA,AIL,243004,Uttar Pradesh,Bareilly,PT005924,PT005924,
272161,GI OPTIMA,AIL,272161,Uttar Pradesh,Basti,PT005598,PT005598,
272182,GI OPTIMA,AIL,272182,Uttar Pradesh,Basti,PT005598,PT005598,
246746,GI OPTIMA,AIL,246746,Uttar Pradesh,Bijnor,PT005596,PT005596,6156.1
202394,GI OPTIMA,AIL,202394,Uttar Pradesh,Bulandshahr,IT022632,IT022632,81.32
207002,GI OPTIMA,AIL,207002,Uttar Pradesh,Etah,IT022632,IT022632,429.63
283207,GI OPTIMA,AIL,283207,Uttar Pradesh,Firozabad,IT022633,IT022633,34.14
271319,GI OPTIMA,AIL,271319,Uttar Pradesh,Gonda,PT005601,PT005601,
273406,GI OPTIMA,AIL,273406,Uttar Pradesh,Gorakhpur,PT005598,PT005598,710.1
222107,GI OPTIMA,AIL,222107,Uttar Pradesh,Jaunpur,IT022636,IT022636,
261506,GI OPTIMA,AIL,261506,Uttar Pradesh,Kheri,PT005601,PT005601,
274409,GI OPTIMA,AIL,274409,Uttar Pradesh,Kushinagar,PT005598,PT005598,98.39
201020,GI OPTIMA,AIL,201020,Uttar Pradesh,Ghaziabad,PT005591,PT005591,634.17
276402,GI OPTIMA,AIL,276402,Uttar Pradesh,Mau,IT022636,IT022636,346.68
231310,GI OPTIMA,AIL,231310,Uttar Pradesh,Mirzapur,PT005599,PT005599,20.65
202413,GI OPTIMA,AIL,202413,Uttar Pradesh,Moradabad,IT022634,IT022634,
262121,GI OPTIMA,AIL,262121,Uttar Pradesh,Pilibhit,PT005924,PT005924,148.08
230301,GI OPTIMA,AIL,230301,Uttar Pradesh,Pratapgarh,PT005597,PT005597,
242223,GI OPTIMA,AIL,242223,Uttar Pradesh,Shahjahanpur,PT005924,PT005924,693.36
242407,GI OPTIMA,AIL,242407,Uttar Pradesh,Shahjahanpur,PT005924,PT005924,690.5
221105,GI OPTIMA,AIL,221105,Uttar Pradesh,Varanasi,PT005599,PT005599,4775.14
221206,GI OPTIMA,AIL,221206,Uttar Pradesh,Varanasi,PT005599,PT005599,3059.79
263643,GI OPTIMA,AIL,263643,Uttarakhand,Almora,PT005595,PT005595,
249203,GI OPTIMA,AIL,249203,Uttarakhand,Dehradun,PT005595,PT005595,320.03
249175,GI OPTIMA,AIL,249175,Uttarakhand,Tehri Garhwal,PT005595,PT005595,
713131,GI OPTIMA,AIL,713131,West Bengal,Bardhaman,PT005630,PT005630,
713140,GI OPTIMA,AIL,713140,West Bengal,Bardhaman,PT005630,PT005630,
713334,GI OPTIMA,AIL,713334,West Bengal,Bardhaman,IT022687,IT022687,12099.92
713401,GI OPTIMA,AIL,713401,West Bengal,Bardhaman,PT005630,PT005630,127.43
734313,GI OPTIMA,AIL,734313,West Bengal,Darjiling,PT005625,PT005625,
735134,GI OPTIMA,AIL,735134,West Bengal,Jalpaiguri,PT005619,PT005619,429.63
735228,GI OPTIMA,AIL,735228,West Bengal,Jalpaiguri,PT005625,PT005625,17.07
735234,GI OPTIMA,AIL,735234,West Bengal,Jalpaiguri,PT005625,PT005625,
700142,GI OPTIMA,AIL,700142,West Bengal,South 24 Parganas,PT005619,PT005619,9611.74
732126,GI OPTIMA,AIL,732126,West Bengal,Malda,IT022677,IT022677,601.54
732150,GI OPTIMA,AIL,732150,West Bengal,Malda,IT022678,IT022678,
721144,GI OPTIMA,AIL,721144,West Bengal,West Midnapore,PT005624,PT005624,7227.16
721605,GI OPTIMA,AIL,721605,West Bengal,East Midnapore,PT005624,PT005624,1434.65
721654,GI OPTIMA,AIL,721654,West Bengal,East Midnapore,PT005624,PT005624,22615.44
742174,GI OPTIMA,AIL,742174,West Bengal,Murshidabad,PT005626,PT005626,810.33
741123,GI OPTIMA,AIL,741123,West Bengal,Nadia,PT005631,PT005631,15005.49
741252,GI OPTIMA,AIL,741252,West Bengal,Nadia,PT005631,PT005631,11.67
562121,GI OPTIMA,AIL,562121,Karnataka,Ramanagar,IT022674,IT022674,
518395,GI OPTIMA,AIL,518395,Andhra Pradesh,Kurnool,IT022660,IT022660,61.95
403717,GI OPTIMA,AIL,403717,Goa,South Goa,IT022673,IT022673,
396380,GI OPTIMA,AIL,396380,Gujarat,Navsari,PT005582,PT005582,
127040,GI OPTIMA,AIL,127040,Haryana,Bhiwani,IT022622,IT022622,
688503,GI OPTIMA,AIL,688503,Kerala,Alappuzha,IT022652,IT022652,
670601,GI OPTIMA,AIL,670601,Kerala,Kannur,IT022647,IT022647,
431803,GI OPTIMA,AIL,431803,Maharashtra,Nanded,IT022606,IT022606,
415311,GI OPTIMA,AIL,415311,Maharashtra,Sangli,IT022595,IT022595,7347.56
793108,GI OPTIMA,AIL,793108,Meghalaya,East Khasi Hills,PT005627,PT005627,
151102,GI OPTIMA,AIL,151102,Punjab,Bathinda,IT022627,IT022627,
152021,GI OPTIMA,AIL,152021,Punjab,Firozpur,IT022629,IT022629,
625518,GI OPTIMA,AIL,625518,Tamil Nadu,Theni,PT005610,PT005610,11111.52
508201,GI OPTIMA,AIL,508201,Telangana,Nalgonda,IT022662,IT022662,4244.72
848129,GI OPTIMA,AIL,848129,Bihar,Samastipur,PT005952,PT005952,
414101,GI OPTIMA,AIL,414101,Maharashtra,Ahmed Nagar,IT022601,IT022601,
210341,GI OPTIMA,AIL,210341,Uttar Pradesh,Hamirpur,PT005600,PT005600,
425304,GI OPTIMA,AIL,425304,Maharashtra,Jalgaon,IT022598,IT022598,20.65
415717,GI OPTIMA,AIL,415717,Maharashtra,Ratnagiri,PT005573,PT005573,
768105,GI OPTIMA,AIL,768105,Odisha,Sambalpur,IT022667,IT022667,
822117,GI OPTIMA,AIL,822117,Jharkhand,Palamau,PT005603,PT005603,
522257,GI OPTIMA,AIL,522257,Andhra Pradesh,Guntur,PT005613,PT005613,
523305,GI OPTIMA,AIL,523305,Andhra Pradesh,Prakasam,PT005613,PT005613,
532456,GI OPTIMA,AIL,532456,Andhra Pradesh,Srikakulam,IT022666,IT022666,
785622,GI OPTIMA,AIL,785622,Assam,Golaghat,IT022681,IT022681,148.4
363655,GI OPTIMA,AIL,363655,Gujarat,Jamnagar,PT005579,PT005579,
176102,GI OPTIMA,AIL,176102,Himachal Pradesh,Kangra,PT005592,PT005592,
484660,GI OPTIMA,AIL,484660,Madhya Pradesh,Umaria,PT005585,PT005585,
444003,GI OPTIMA,AIL,444003,Maharashtra,Akola,IT022603,IT022603,
441109,GI OPTIMA,AIL,441109,Maharashtra,Nagpur,PT005576,PT005576,
415108,GI OPTIMA,AIL,415108,Maharashtra,Satara,IT022596,IT022596,
415114,GI OPTIMA,AIL,415114,Maharashtra,Satara,IT022596,IT022596,
754208,GI OPTIMA,AIL,754208,Odisha,Cuttack,PT005616,PT005616,
754104,GI OPTIMA,AIL,754104,Odisha,Jagatsinghapur,PT005616,PT005616,23.34
613204,GI OPTIMA,AIL,613204,Tamil Nadu,Thanjavur,PT005800,PT005800,1241.54
621711,GI OPTIMA,AIL,621711,Tamil Nadu,Tiruchirappalli,PT005800,PT005800,20.65
505303,GI OPTIMA,AIL,505303,Telangana,Karim Nagar,PT005611,PT005611,531.36
505532,GI OPTIMA,AIL,505532,Telangana,Karim Nagar,IT022658,IT022658,
732208,GI OPTIMA,AIL,732208,West Bengal,Malda,IT022677,IT022677,
845416,GI OPTIMA,AIL,845416,Bihar,East Champaran,PT005952,PT005952,51.6
494347,GI OPTIMA,AIL,494347,Chattisgarh,Bastar,PT005587,PT005587,
492011,GI OPTIMA,AIL,492011,Chattisgarh,Raipur,PT005587,PT005587,
497111,GI OPTIMA,AIL,497111,Chattisgarh,Surguja,IT022620,IT022620,
175036,GI OPTIMA,AIL,175036,Himachal Pradesh,Mandi,PT005593,PT005593,
185153,GI OPTIMA,AIL,185153,Jammu & Kashmir,Rajauri,IT022626,IT022626,46.68
825318,GI OPTIMA,AIL,825318,Jharkhand,Koderma,IT022645,IT022645,49.39
571104,GI OPTIMA,AIL,571104,Karnataka,Mysore,IT022674,IT022674,
685551,GI OPTIMA,AIL,685551,Kerala,Idukki,IT022651,IT022651,
695042,GI OPTIMA,AIL,695042,Kerala,Thiruvananthapuram,PT005607,PT005607,
475671,GI OPTIMA,AIL,475671,Madhya Pradesh,Datia,PT005584,PT005584,
425402,GI OPTIMA,AIL,425402,Maharashtra,Jalgaon,IT022598,IT022598,
767062,GI OPTIMA,AIL,767062,Odisha,Sonapur,IT022667,IT022667,
305024,GI OPTIMA,AIL,305024,Rajasthan,Ajmer,PT005577,PT005577,
333012,GI OPTIMA,AIL,333012,Rajasthan,Jhujhunu,PT005583,PT005583,
625523,GI OPTIMA,AIL,625523,Tamil Nadu,Theni,PT005610,PT005610,
509382,GI OPTIMA,AIL,509382,Telangana,Mahabub Nagar,PT005611,PT005611,
732141,GI OPTIMA,AIL,732141,West Bengal,Malda,IT022677,IT022677,
788114,GI OPTIMA,AIL,788114,Assam,Cachar,PT005628,PT005628,572.84
